airport_identifier,airport_size,airport_name,elevation_ft,continent,country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
DAAV,medium_airport,Jijel Ferhat Abbas Airport,36.0,AF,DZ,DZ-18,Jijel,DAAV,GJL,,"5.87361001968, 36.7951011658"
DAAY,medium_airport,Mecheria Airport,3855.0,AF,DZ,DZ-45,Mecheria,DAAY,MZW,,"-0.242353007197, 33.535900116"
DABB,medium_airport,Rabah Bitat Airport,16.0,AF,DZ,DZ-36,Annaba,DABB,AAE,,"7.809174, 36.822201"
DABC,medium_airport,Mohamed Boudiaf International Airport,2265.0,AF,DZ,DZ-25,Constantine,DABC,CZL,,"6.620389938354492, 36.2760009765625"
DABO,small_airport,Oum el Bouaghi airport,2980.0,AF,DZ,DZ-04,Oum El Bouaghi,DAEO,QMH,,"7.270800113679999, 35.879699707"
DABS,medium_airport,Cheikh Larbi TÃ©bessi Airport,2661.0,AF,DZ,DZ-12,TÃ©bessi,DABS,TEE,,"8.12071990967, 35.4315986633"
DABT,medium_airport,Batna Airport,2697.0,AF,DZ,DZ-05,Batna,DABT,BLJ,,"6.308589935300001, 35.752101898199996"
DAF,small_airport,Daup Airport,280.0,OC,PG,PG-MPM,,,DAF,DAUP,"145.9515, -4.7403"
DAFH,medium_airport,Hassi R'Mel Airport,2540.0,AF,DZ,DZ-03,,DAFH,HRM,,"3.311539888381958, 32.93040084838867"
DAFI,small_airport,Tsletsi Airport,3753.0,AF,DZ,DZ-17,Djelfa,DAFI,QDJ,,"3.351, 34.6657"
DAO,small_airport,Dabo Airport,118.0,OC,PG,PG-NPP,,,DAO,DABO,"147.843055556, -8.431944444440001"
DAOB,medium_airport,Bou Chekif Airport,3245.0,AF,DZ,DZ-14,Tiaret,DAOB,TID,,"1.46315002441, 35.3410987854"
DAOF,medium_airport,Tindouf Airport,1453.0,AF,DZ,DZ-37,Tindouf,DAOF,TIN,,"-8.167099952700001, 27.7003993988"
DAOI,medium_airport,Ech Cheliff Airport,463.0,AF,DZ,DZ-02,,DAOI,CFK,,"1.33176994324, 36.2126998901"
DAOL,medium_airport,Tafaraoui Airport,367.0,AF,DZ,DZ-31,,DAOL,TAF,,"-0.5322780013084412, 35.54240036010742"
DAON,medium_airport,Zenata â Messali El Hadj Airport,814.0,AF,DZ,DZ-13,Tlemcen,DAON,TLM,,"-1.45000004768, 35.0167007446"
DAOO,medium_airport,Es Senia Airport,295.0,AF,DZ,DZ-31,Oran,DAOO,ORN,,"-0.6211829781529999, 35.6239013672"
DAOR,medium_airport,BÃ©char Boudghene Ben Ali Lotfi Airport,2661.0,AF,DZ,DZ-08,BÃ©char,DAOR,CBH,,"-2.269860029220581, 31.645700454711914"
DAOS,small_airport,Sidi Bel Abbes Airport,1614.0,AF,DZ,DZ-22,Sidi Bel AbbÃ¨s,DAOS,BFW,,"-0.593275010586, 35.1717987061"
DAOV,medium_airport,Ghriss Airport,1686.0,AF,DZ,DZ-29,,DAOV,MUW,,"0.14714199304580688, 35.207698822021484"
DAOY,small_airport,El Bayadh Airport,4493.0,AF,DZ,DZ-32,El Bayadh,DAOY,EBH,,"1.0925, 33.721666666699996"
DATG,small_airport,In Guezzam Airport,1312.0,AF,DZ,DZ-11,In Guezzam,DATG,INF,,"5.75, 19.566999435424805"
DATM,small_airport,Bordj Badji Mokhtar Airport,1303.0,AF,DZ,DZ-01,Bordj Badji Mokhtar,DATM,BMW,,"0.923888981342, 21.375"
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,919.0,AF,DZ,DZ-01,,DAUA,AZR,,"-0.18641400337219238, 27.837600708007812"
DAUB,medium_airport,Biskra Airport,289.0,AF,DZ,DZ-07,Biskra,DAUB,BSK,,"5.73823022842, 34.793300628699996"
DAUE,medium_airport,El Golea Airport,1306.0,AF,DZ,DZ-47,,DAUE,ELG,,"2.8595900535583496, 30.571300506591797"
DAUG,medium_airport,NoumÃ©rat - Moufdi Zakaria Airport,1512.0,AF,DZ,DZ-47,GhardaÃ¯a,DAUG,GHA,,"3.794110059738159, 32.38410186767578"
DAUH,medium_airport,Oued Irara Airport,463.0,AF,DZ,DZ-30,Hassi Messaoud,DAUH,HME,,"6.140439987180001, 31.673000335699996"
DAUI,medium_airport,In Salah Airport,896.0,AF,DZ,DZ-11,In Salah,DAUI,INZ,,"2.51202011108, 27.250999450699997"
DAUK,medium_airport,Touggourt Sidi Madhi Airport,279.0,AF,DZ,DZ-30,Touggourt,DAUK,TGR,,"6.088669776916504, 33.06779861450195"
DAUL,medium_airport,Laghouat Airport,2510.0,AF,DZ,DZ-03,Laghouat,DAUL,LOO,,"2.92833995819, 33.764400482199996"
DAUO,medium_airport,Guemar Airport,203.0,AF,DZ,DZ-39,Guemar,DAUO,ELU,,"6.77679014206, 33.5113983154"
DAUT,medium_airport,Timimoun Airport,1027.0,AF,DZ,DZ-01,Timimoun,DAUT,TMX,,"0.276033014059, 29.2371006012"
DAUU,medium_airport,Ain el Beida Airport,492.0,AF,DZ,DZ-30,Ouargla,DAUU,OGX,,"5.412779808044434, 31.917200088500977"
DAUZ,medium_airport,In AmÃ©nas Airport,1847.0,AF,DZ,DZ-33,AmÃ©nas,DAUZ,IAM,,"9.64291, 28.0515"
DBBB,medium_airport,Cadjehoun Airport,19.0,AF,BJ,BJ-AQ,Cotonou,DBBB,COO,,"2.384350061416626, 6.357230186462402"
DBBD,small_airport,Djougou Airport,1480.0,AF,BJ,BJ-DO,Djougou,DBBD,DJA,,"1.63777777778, 9.69208333333"
DBBK,small_airport,Kandi Airport,951.0,AF,BJ,BJ-AL,Kandi,DBBK,KDC,,"2.940381, 11.14479"
DBBN,small_airport,Natitingou Airport,1512.0,AF,BJ,BJ-AK,Natitingou,DBBN,NAE,,"1.360507, 10.376965"
DBBP,small_airport,Parakou Airport,1266.0,AF,BJ,BJ-BO,Parakou,DBBP,PKO,,"2.609679937362671, 9.35768985748291"
DBBS,small_airport,SavÃ© Airport,597.0,AF,BJ,BJ-CO,SavÃ©,DBBS,SVF,,"2.4645800590515137, 8.018170356750488"
DBC,medium_airport,Baicheng Chang'an Airport,480.0,AS,CN,CN-22,Baicheng,ZYBA,DBC,,"123.019722, 45.505278"
DBP,small_airport,Debepare Airport,360.0,OC,PG,PG-WPD,Debepare,AYDB,DBP,DBP,"141.905555556, -6.30861111111"
DCK,small_airport,Dahl Creek Airport,260.0,NA,US,US-AK,Dahl Creek,DCK,DCK,DCK,"-156.904998779, 66.9432983398"
DDM,small_airport,Dodoima Airport,75.0,OC,PG,PG-NPP,,,DDM,DDM,"147.809444444, -8.17736111111"
DER,small_airport,Derim Airport,4850.0,OC,PG,PG-MPL,Derim,AYDE,DER,DEM,"147.107222222, -6.14472222222"
DEX,small_airport,Nop Goliat Airport,198.0,AS,ID,ID-PA,Dekai - Yahukimo,WAVD,DEX,,"139.482006, -4.8557"
DFCA,small_airport,Kaya Airport,984.0,AF,BF,BF-SMT,Kaya,DFCA,XKY,,"-1.100000023841858, 13.067000389099121"
DFCC,small_airport,Ouahigouya Airport,1106.0,AF,BF,BF-YAT,Ouahigouya,DFCC,OUG,,"-2.4170000553131104, 13.567000389099121"
DFCJ,small_airport,Djibo Airport,1001.0,AF,BF,BF-SOM,Djibo,DFCJ,XDJ,,"-1.6330000162124634, 14.100000381469727"
DFCL,small_airport,Leo Airport,1181.0,AF,BF,BF-SIS,Leo,DFCL,XLU,,"-2.0999999046325684, 11.100000381469727"
DFCP,small_airport,Po Airport,1050.0,AF,BF,BF-NAO,Po,DFCP,PUP,,"-1.149999976158142, 11.149999618530273"
DFEA,small_airport,Boulsa Airport,984.0,AF,BF,BF-NAM,Boulsa,DFEA,XBO,,"-0.5669999718666077, 12.649999618530273"
DFEB,small_airport,Bogande Airport,984.0,AF,BF,BF-GNA,Bogande,DFEB,XBG,,"-0.16699999570846558, 12.982999801635742"
DFED,small_airport,Diapaga Airport,951.0,AF,BF,BF-TAP,Diapaga,DFED,DIP,,"1.784631, 12.060324"
DFEE,small_airport,Dori Airport,919.0,AF,BF,BF-SEN,Dori,DFEE,DOR,,"-0.032999999821186066, 14.032999992370605"
DFEF,small_airport,Fada N'gourma Airport,1011.0,AF,BF,BF-GOU,Fada N'gourma,DFEF,FNG,,"0.3499999940395355, 12.032999992370605"
DFEG,small_airport,Gorom-Gorom Airport,935.0,AF,BF,BF-OUD,Gorom-Gorom,DFEG,XGG,,"-0.2329999953508377, 14.449999809265137"
DFEL,small_airport,Kantchari Airport,879.0,AF,BF,BF-TAP,Kantchari,DFEL,XKA,,"1.5, 12.467000007629395"
DFEM,small_airport,Tambao Airport,820.0,AF,BF,BF-OUD,Tambao,DFEM,TMQ,,"0.05000000074505806, 14.800000190734863"
DFEP,small_airport,Pama Airport,699.0,AF,BF,BF-KMP,Pama,DFEP,XPA,,"0.699999988079071, 11.25"
DFER,small_airport,Arly Airport,761.0,AF,BF,BF-TAP,Arly,DFER,ARL,,"1.4830000400543213, 11.597000122070312"
DFES,small_airport,Sebba Airport,886.0,AF,BF,BF-SEN,Sebba,DFES,XSE,,"0.5170000195503235, 13.449999809265137"
DFET,small_airport,Tenkodogo Airport,1017.0,AF,BF,BF-BLG,Tenkodogo,DFET,TEG,,"-0.367000013589859, 11.800000190734863"
DFEZ,small_airport,ZabrÃ© Airport,886.0,AF,BF,BF-BLG,ZabrÃ©,DFEZ,XZA,,"-0.6169999837875366, 11.166999816894531"
DFFD,large_airport,Ouagadougou Airport,1037.0,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,,"-1.51242, 12.3532"
DFOB,small_airport,Banfora Airport,984.0,AF,BF,BF-COM,Banfora,DFOB,BNR,,"-4.7170000076293945, 10.682999610900879"
DFOD,small_airport,Dedougou Airport,984.0,AF,BF,BF-MOU,Dedougou,DFOD,DGU,,"-3.490000009536743, 12.458999633789062"
DFOG,small_airport,Gaoua Airport,1099.0,AF,BF,BF-PON,Gaoua,DFOG,XGA,,"-3.163454, 10.384059"
DFON,small_airport,Nouna Airport,886.0,AF,BF,BF-KOS,Nouna,DFON,XNU,,"-3.867000103, 12.75"
DFOO,medium_airport,Bobo Dioulasso Airport,1511.0,AF,BF,BF-HOU,Bobo Dioulasso,DFOO,BOY,,"-4.33096981048584, 11.160099983215332"
DFOT,small_airport,Tougan Airport,984.0,AF,BF,BF-SOR,Tougan,DFOT,TUQ,,"-3.066999912261963, 13.067000389099121"
DFOU,small_airport,Diebougou Airport,984.0,AF,BF,BF-BGR,Diebougou,DFOU,XDE,,"-3.25, 10.949999809265137"
DFOY,small_airport,Aribinda Airport,1122.0,AF,BF,BF-SOM,Aribinda,DFOY,XAR,,"-0.883000016212, 14.217000007600001"
DGAA,large_airport,Kotoka International Airport,205.0,AF,GH,GH-AA,Accra,DGAA,ACC,,"-0.16678600013256073, 5.605189800262451"
DGLE,medium_airport,Tamale Airport,553.0,AF,GH,GH-NP,Tamale,DGLE,TML,,"-0.8632140159606934, 9.55718994140625"
DGSI,medium_airport,Kumasi Airport,942.0,AF,GH,GH-AH,Kumasi,DGSI,KMS,,"-1.5908199548721313, 6.714560031890869"
DGSN,medium_airport,Sunyani Airport,1014.0,AF,GH,GH-BA,Sunyani,DGSN,NYI,,"-2.3287599086761475, 7.361830234527588"
DGTK,medium_airport,Takoradi Airport,21.0,AF,GH,GH-WP,Sekondi-Takoradi,DGTK,TKD,,"-1.7747600078582764, 4.896059989929199"
DHG,small_airport,Dalnegorsk Airport,833.0,EU,RU,RU-PRI,Dalnegorsk,,DHG,,"135.490005, 44.558748"
DIAO,small_airport,Aboisso Airport,95.0,AF,CI,CI-13,Aboisso,DIAO,ABO,,"-3.234722, 5.461944"
DIAP,medium_airport,Port Bouet Airport,21.0,AF,CI,CI-01,Abidjan,DIAP,ABJ,,"-3.9262900352478027, 5.261390209197998"
DIAU,small_airport,Abengourou Airport,676.0,AF,CI,CI-05,Abengourou,DIAU,OGO,,"-3.4702799320220947, 6.715559959411621"
DIBI,small_airport,Boundiali Airport,1286.0,AF,CI,CI-03,Boundiali,DIBI,BXI,,"-6.4670000076293945, 9.532999992370605"
DIBK,medium_airport,BouakÃ© Airport,1230.0,AF,CI,CI-04,,DIBK,BYK,,"-5.073669910430908, 7.738800048828125"
DIBN,small_airport,Bouna Airport,1148.0,AF,CI,CI-08,Bouna,DIBN,BQO,,"-3.025279998779297, 9.27750015258789"
DIBU,small_airport,Soko Airport,1247.0,AF,CI,CI-08,Bondoukou,DIBU,BDK,,"-2.7619400024414062, 8.017219543457031"
DIDK,small_airport,Dimbokro Airport,344.0,AF,CI,CI-11,Dimbokro,DIDK,DIM,,"-4.640560150146484, 6.651669979095459"
DIDL,medium_airport,Daloa Airport,823.0,AF,CI,CI-02,,DIDL,DJO,,"-6.473189830780029, 6.792809963226318"
DIFK,small_airport,Ferkessedougou Airport,1102.0,AF,CI,CI-03,Ferkessedougou,DIFK,FEK,,"-5.1833333, 9.6"
DIGA,small_airport,Gagnoa Airport,732.0,AF,CI,CI-02,Gagnoa,DIGA,GGN,,"-5.949999809265137, 6.132999897003174"
DIGL,small_airport,Guiglo Airport,722.0,AF,CI,CI-19,Guiglo,DIGL,GGO,,"-7.526847, 6.534711"
DIGN,small_airport,Nero-Mer Airport,20.0,AF,CI,CI-09,Grand-BÃ©rÃ©by,DIGN,BBV,,"-6.923961639400001, 4.64341306686"
DIKO,medium_airport,Korhogo Airport,1214.0,AF,CI,CI-03,Korhogo,DIKO,HGO,,"-5.55666017532, 9.38718032837"
DIMN,medium_airport,Man Airport,1089.0,AF,CI,CI-06,,DIMN,MJC,,"-7.58735990524292, 7.272069931030273"
DIOD,small_airport,Odienne Airport,1365.0,AF,CI,CI-10,Odienne,DIOD,KEO,,"-7.566999912261963, 9.5"
DIOF,small_airport,Ouango Fitini Airport,974.0,AF,CI,CI-08,Ouango Fitini,DIOF,OFI,,"-4.050000190734863, 9.600000381469727"
DISG,small_airport,Seguela Airport,1056.0,AF,CI,CI-14,Seguela,DISG,SEO,,"-6.710830211639404, 7.968329906463623"
DISP,medium_airport,San Pedro Airport,26.0,AF,CI,CI-09,,DISP,SPY,,"-6.660820007324219, 4.746719837188721"
DISS,small_airport,Sassandra Airport,203.0,AF,CI,CI-09,Sassandra,DISS,ZSS,,"-6.132780075073242, 4.928329944610596"
DITB,small_airport,Tabou Airport,39.0,AF,CI,CI-09,Tabou,DITB,TXU,,"-7.362728118896484, 4.437809467315674"
DITN,small_airport,Mahana Airport,1583.0,AF,CI,CI-17,Touba,DITM,TOZ,,"-7.674, 8.2934"
DIYO,medium_airport,Yamoussoukro Airport,699.0,AF,CI,CI-07,Yamoussoukro,DIYO,ASK,,"-5.36558008194, 6.9031701088"
DLR,small_airport,Dalnerechensk Airport,272.0,EU,RU,RU-PRI,Dalnerechensk,UHHD,DLR,,"133.7363, 45.8783"
DN57,small_airport,Katsina Airport,1660.0,AF,NG,NG-KT,Katsina,,DKA,,"7.660449981689999, 13.007800102200001"
DNAA,large_airport,Nnamdi Azikiwe International Airport,1123.0,AF,NG,NG-FC,Abuja,DNAA,ABV,,"7.263169765472412, 9.006790161132812"
DNAI,large_airport,Akwa Ibom International Airport,170.0,AF,NG,NG-AK,Uyo,DNAI,QUO,,"8.093, 4.8725"
DNAK,medium_airport,Akure Airport,1100.0,AF,NG,NG-ON,Akure,DNAK,AKR,,"5.3010101318359375, 7.246739864349365"
DNAS,medium_airport,Asaba International Airport,305.0,AF,NG,NG-DE,Asaba,DNAS,ABB,,"6.665278, 6.204167"
DNBC,medium_airport,Sir Abubakar Tafawa Balewa International Airport,1965.0,AF,NG,NG-BA,Bauchi,DNBC,BCU,,"9.744, 10.482833"
DNBE,medium_airport,Benin Airport,258.0,AF,NG,NG-ED,Benin,DNBE,BNI,,"5.5995001792907715, 6.316979885101318"
DNCA,medium_airport,Margaret Ekpo International Airport,210.0,AF,NG,NG-CR,Calabar,DNCA,CBQ,,"8.347200393676758, 4.976019859313965"
DNEN,medium_airport,Akanu Ibiam International Airport,466.0,AF,NG,NG-EN,Enegu,DNEN,ENU,,"7.561960220336914, 6.474269866943359"
DNIB,medium_airport,Ibadan Airport,725.0,AF,NG,NG-OY,Ibadan,DNIB,IBA,,"3.97832989692688, 7.362460136413574"
DNIL,medium_airport,Ilorin International Airport,1126.0,AF,NG,NG-KW,Ilorin,DNIL,ILR,,"4.493919849395752, 8.440210342407227"
DNIM,medium_airport,Sam Mbakwe International Airport,373.0,AF,NG,NG-IM,Owerri,DNIM,QOW,,"7.206029891967773, 5.427060127258301"
DNJO,medium_airport,Yakubu Gowon Airport,4232.0,AF,NG,NG-PL,Jos,DNJO,JOS,,"8.869050025939941, 9.639829635620117"
DNKA,medium_airport,Kaduna Airport,2073.0,AF,NG,NG-KD,Kaduna,DNKA,KAD,,"7.320109844207764, 10.696000099182129"
DNKN,large_airport,Mallam Aminu International Airport,1562.0,AF,NG,NG-KN,Kano,DNKN,KAN,,"8.52462, 12.0476"
DNMA,medium_airport,Maiduguri International Airport,1099.0,AF,NG,NG-BO,Maiduguri,DNMA,MIU,,"13.080900192260742, 11.855299949645996"
DNMK,medium_airport,Makurdi Airport,371.0,AF,NG,NG-BE,Makurdi,DNMK,MDI,,"8.61394, 7.70388"
DNMM,large_airport,Murtala Muhammed International Airport,135.0,AF,NG,NG-LA,Lagos,DNMM,LOS,,"3.321160078048706, 6.5773701667785645"
DNMN,medium_airport,Minna Airport,834.0,AF,NG,NG-NI,Minna,DNMN,MXJ,,"6.462259769439697, 9.652170181274414"
DNPO,medium_airport,Port Harcourt International Airport,87.0,AF,NG,NG-RI,Port Harcourt,DNPO,PHC,,"6.94959020614624, 5.0154900550842285"
DNSO,medium_airport,Sadiq Abubakar III International Airport,1010.0,AF,NG,NG-SO,Sokoto,DNSO,SKO,,"5.207190036773682, 12.916299819946289"
DNYO,medium_airport,Yola Airport,599.0,AF,NG,NG-AD,Yola,DNYO,YOL,,"12.430399894714355, 9.257550239562988"
DNZA,medium_airport,Zaria Airport,2170.0,AF,NG,NG-KD,Zaria,DNZA,ZAR,,"7.68581, 11.1302"
DOO,small_airport,Dorobisoro Airport,1767.0,OC,PG,PG-CPM,Dorobisoro,AYDR,DOO,DOR,"147.920907, -9.461855"
DPT,small_airport,Deputatskiy Airport,950.0,EU,RU,RU-SA,Deputatskiy,UEBD,DPT,,"139.890012, 69.392503"
DQA,small_airport,Saertu Airport,496.0,AS,CN,CN-23,Daqing Shi,ZYDQ,DQA,,"125.140555556, 46.7463888889"
DRRM,medium_airport,Maradi Airport,1240.0,AF,NE,NE-4,Maradi,DRRM,MFQ,,"7.1267499923706055, 13.5024995803833"
DRRN,large_airport,Diori Hamani International Airport,732.0,AF,NE,NE-8,Niamey,DRRN,NIM,,"2.18361, 13.4815"
DRRT,medium_airport,Tahoua Airport,1266.0,AF,NE,NE-5,Tahoua,DRRT,THZ,,"5.265359878540039, 14.875699996948242"
DRZA,medium_airport,Mano Dayak International Airport,1657.0,AF,NE,NE-1,Agadez,DRZA,AJY,,"8.000109672546387, 16.965999603271484"
DRZL,small_airport,Arlit Airport,1443.0,AF,NE,NE-1,Arlit,DRZL,RLT,,"7.36595010757, 18.7903995514"
DRZR,medium_airport,Zinder Airport,1516.0,AF,NE,NE-7,Zinder,DRZR,ZND,,"8.983759880065918, 13.779000282287598"
DSG,small_airport,Dilasag Airport,60.0,AS,PH,PH-AUR,Dilasag,,DSG,,"122.206805556, 16.445833333299998"
DTKA,medium_airport,Tabarka 7 Novembre Airport,230.0,AF,TN,TN-32,Tabarka,DTKA,TBJ,,"8.87693977355957, 36.97999954223633"
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,9.0,AF,TN,TN-52,Monastir,DTMB,MIR,,"10.75469970703125, 35.75809860229492"
DTTA,large_airport,Tunis Carthage International Airport,22.0,AF,TN,TN-11,Tunis,DTTA,TUN,,"10.22719955444336, 36.85100173950195"
DTTF,medium_airport,Gafsa Ksar International Airport,1060.0,AF,TN,TN-71,Gafsa,DTTF,GAF,,"8.822500228881836, 34.422000885009766"
DTTG,medium_airport,GabÃ¨s Matmata International Airport,26.0,AF,TN,TN-81,GabÃ¨s,DTTG,GAE,,"10.103300094604492, 33.87689971923828"
DTTJ,medium_airport,Djerba Zarzis International Airport,19.0,AF,TN,TN-82,Djerba,DTTJ,DJE,,"10.775500297546387, 33.875"
DTTR,medium_airport,El Borma Airport,827.0,AF,TN,TN-83,El Borma,DTTR,EBM,,"9.254619598388672, 31.704299926757812"
DTTX,medium_airport,Sfax Thyna International Airport,85.0,AF,TN,TN-61,Sfax,DTTX,SFA,,"10.690999984741211, 34.71799850463867"
DTTZ,medium_airport,Tozeur Nefta International Airport,287.0,AF,TN,TN-72,Tozeur,DTTZ,TOE,,"8.110560417175293, 33.939701080322266"
DVD,small_airport,Andavadoaka Airport,30.0,AF,MG,MG-U,Andavadoaka,,DVD,,"43.259573, -22.06608"
DWR,small_airport,Dywer Airbase,2380.0,AS,AF,AF-HEL,Camp Dwyer,,DWR,,"64, 31"
DXNG,medium_airport,Niamtougou International Airport,1515.0,AF,TG,TG-K,Niamtougou,DXNG,LRL,,"1.091249942779541, 9.767330169677734"
DXXX,medium_airport,LomÃ©-Tokoin Airport,72.0,AF,TG,TG-M,LomÃ©,DXXX,LFW,,"1.2545100450515747, 6.165609836578369"
EAL,small_airport,Elenak Airport,16.0,OC,MH,MH-KWA,Mejato Island,,EAL,,"166.847777778, 9.319305555560002"
EBAW,medium_airport,Antwerp International Airport (Deurne),39.0,EU,BE,BE-VAN,Antwerp,EBAW,ANR,,"4.46027994156, 51.1893997192"
EBBR,large_airport,Brussels Airport,184.0,EU,BE,BE-BRU,Brussels,EBBR,BRU,,"4.48443984985, 50.901401519800004"
EBCI,large_airport,Brussels South Charleroi Airport,614.0,EU,BE,BE-WHT,Brussels,EBCI,CRL,,"4.45382, 50.459202"
EBKT,medium_airport,Wevelgem Airport,64.0,EU,BE,BE-VWV,Wevelgem,EBKT,KJK,,"3.20472002029, 50.817199707"
EBLG,large_airport,LiÃ¨ge Airport,659.0,EU,BE,BE-WLG,LiÃ¨ge,EBLG,LGG,,"5.443220138549805, 50.63740158081055"
EBO,small_airport,Ebon Airport,8.0,OC,MH,MH-EBO,Ebon Atoll,,EBO,,"168.752, 4.5982"
EBOS,medium_airport,Ostend-Bruges International Airport,13.0,EU,BE,BE-VWV,Ostend,EBOS,OST,,"2.8622200489, 51.198898315399994"
EBZR,small_airport,Zoersel (Oostmalle) Airfield,53.0,EU,BE,BE-VAN,Zoersel,EBZR,OBL,,"4.75333, 51.264702"
EC-MZD,small_airport,MÃ©ndez Airport,1770.0,SA,EC,EC-S,Santiago de MÃ©ndez,,MZD,,"-78.31670379638672, -2.733330011367798"
EDAC,medium_airport,Altenburg-Nobitz Airport,640.0,EU,DE,DE-TH,Altenburg,EDAC,AOC,,"12.506389, 50.981945"
EDAH,medium_airport,Heringsdorf Airport,93.0,EU,DE,DE-MV,Heringsdorf,EDAH,HDF,,"14.152299881, 53.8787002563"
EDAU,small_airport,Riesa-GÃ¶hlis Airport,322.0,EU,DE,DE-SN,Riesa,EDAU,IES,,"13.3561105728, 51.2936096191"
EDAX,small_airport,Rechlin-LÃ¤rz Airport,220.0,EU,DE,DE-MV,LÃ¤rz,EDAX,REB,,"12.7522220612, 53.306388855"
EDAZ,small_airport,SchÃ¶nhagen Airport,152.0,EU,DE,DE-BR,SchÃ¶nhagen,EDAZ,QXH,,"13.156389, 52.203609"
EDBC,small_airport,Cochstedt Airport,594.0,EU,DE,DE-ST,Magdeburg,EDBC,CSO,,"11.42029953, 51.8563995361"
EDBH,small_airport,Barth Airport,23.0,EU,DE,DE-MV,,EDBH,BBH,,"12.710515, 54.338253"
EDBM,medium_airport,"Magdeburg ""City"" Airport",259.0,EU,DE,DE-ST,Magdeburg,EDBM,ZMG,,"11.626389, 52.073612"
EDBN,medium_airport,Neubrandenburg Airport,228.0,EU,DE,DE-MV,Neubrandenburg,EDBN,FNB,,"13.306, 53.6022"
EDCD,medium_airport,Cottbus-Drewitz Airport,272.0,EU,DE,DE-BR,Cottbus,EDCD,CBU,,"14.531944, 51.889442"
EDCG,small_airport,RÃ¼gen Airport,69.0,EU,DE,DE-MV,RÃ¼gen,EDCG,GTI,,"13.3255558014, 54.3833312988"
EDCK,small_airport,KÃ¶then Airport,305.0,EU,DE,DE-ST,KÃ¶then,EDCK,KOQ,,"11.952777862500001, 51.7211112976"
EDCP,small_airport,PeenemÃ¼nde Airport,7.0,EU,DE,DE-MV,PeenemÃ¼nde,EDCP,PEF,,"13.774443626399998, 54.1577796936"
EDDB,large_airport,Berlin-SchÃ¶nefeld Airport,157.0,EU,DE,DE-BR,Berlin,EDDB,SXF,,"13.5225, 52.380001"
EDDC,large_airport,Dresden Airport,755.0,EU,DE,DE-SN,Dresden,EDDC,DRS,,"13.767200469970703, 51.1328010559082"
EDDE,medium_airport,Erfurt Airport,1036.0,EU,DE,DE-TH,Erfurt,EDDE,ERF,,"10.958100318908691, 50.979801177978516"
EDDF,large_airport,Frankfurt am Main Airport,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,"8.570556, 50.033333"
EDDG,large_airport,MÃ¼nster OsnabrÃ¼ck Airport,160.0,EU,DE,DE-NW,MÃ¼nster,EDDG,FMO,,"7.68483018875, 52.134601593"
EDDH,large_airport,Hamburg Airport,53.0,EU,DE,DE-HH,Hamburg,EDDH,HAM,,"9.9882297515869, 53.630401611328"
EDDK,large_airport,Cologne Bonn Airport,302.0,EU,DE,DE-NW,Cologne,EDDK,CGN,,"7.1427397728, 50.8658981323"
EDDL,large_airport,DÃ¼sseldorf Airport,147.0,EU,DE,DE-NW,DÃ¼sseldorf,EDDL,DUS,,"6.76678, 51.289501"
EDDM,large_airport,Munich Airport,1487.0,EU,DE,DE-BY,Munich,EDDM,MUC,,"11.7861, 48.353802"
EDDN,large_airport,Nuremberg Airport,1046.0,EU,DE,DE-BY,Nuremberg,EDDN,NUE,,"11.078056, 49.498699"
EDDP,large_airport,Leipzig/Halle Airport,465.0,EU,DE,DE-SN,Leipzig,EDDP,LEJ,,"12.236389, 51.423889"
EDDR,medium_airport,SaarbrÃ¼cken Airport,1058.0,EU,DE,DE-SL,SaarbrÃ¼cken,EDDR,SCN,,"7.10950994492, 49.214599609400004"
EDDS,large_airport,Stuttgart Airport,1276.0,EU,DE,DE-BW,Stuttgart,EDDS,STR,,"9.22196006775, 48.689899444599995"
EDDT,large_airport,Berlin-Tegel Airport,122.0,EU,DE,DE-BE,Berlin,EDDT,TXL,,"13.2877, 52.5597"
EDDV,large_airport,Hannover Airport,183.0,EU,DE,DE-NI,Hannover,EDDV,HAJ,,"9.685079574580001, 52.461101532"
EDDW,large_airport,Bremen Airport,14.0,EU,DE,DE-HB,Bremen,EDDW,BRE,,"8.78666973114, 53.0475006104"
EDFE,medium_airport,Frankfurt-Egelsbach Airport,384.0,EU,DE,DE-HE,Frankfurt am Main,EDFE,QEF,,"8.645833, 49.959999"
EDFH,medium_airport,Frankfurt-Hahn Airport,1649.0,EU,DE,DE-RP,Frankfurt am Main,EDFH,HHN,,"7.26389, 49.9487"
EDFM,medium_airport,Mannheim-City Airport,308.0,EU,DE,DE-BW,Mannheim,EDFM,MHG,,"8.514167, 49.473057"
EDGE,medium_airport,Eisenach-Kindel Airport,1112.0,EU,DE,DE-TH,Eisenach,EDGE,EIB,,"10.47973, 50.991604"
EDGS,medium_airport,Siegerland Airport,1966.0,EU,DE,DE-NW,,EDGS,SGE,,"8.082969665527344, 50.707698822021484"
EDHI,medium_airport,Hamburg-Finkenwerder Airport,23.0,EU,DE,DE-HH,Hamburg,EDHI,XFW,,"9.835556030273438, 53.5352783203125"
